artist_name,track_name,release_date,genre,lyrics,topic
j-kwon,morning light,2004,hip hop,father forgive sin know fall short know true life hard know espically tryin need sign lord sign sign lord hate politic game puppet public spit quote read write know dirty bitch yall sell niggas pussy givin clothe sayin pimpin givin hoe sick exactly takin care family scar nose come granny player game know lookin shit nigga waitin streets humble waitin streets child like payin support child hell payin support slang bang streets better grimey till feet deep come gettin high morning light gettin high till morning light gettin high till morning light gettin high like gettin high like gettin high till morning light gettin high till morning light till mornig light gettin high like gettin high like forgive father sin hail time feelin strange deaths damn know go warn rappin watchin paper stackin tryin leave coke streets callin actin watchin homie subtract check murder rate lyin thats fact city want corner body know picture niggas straight scramble crack baby mamas drama lyrical thinkin bout comin best true come somebody kill gettin high till morning light gettin high till morning light,obscene
j-kwon,underwear,2004,hip hop,ladies gentlemen ohoh like pussy weed underwear underwear liquor condoms underwear underwear come ready naughty like know house party gangsta know harm worry bout condom live effect yeah affect live like style mama stride look eye look like type tell damn tryin tell simple tell thenn bull women know gettin tipsy liquor comin lookin right tank top underwear tryin whats like crib diggin gold shower gold shower handin gold shower right thinkin let dude ready stlouis wanna smoke little tell mama country boxers sneakers right need sneaker mother fucker pant pant sayin mean tryin offend sayin tryin amend somethin quit playin clothe girl quit playin party drink sober finna whities wanna match thug floor mattress play train say want gentle hand bandaid try rough want like everytime party happen like mean right true life pimpin anybody tell stary pimpin pimpin small pimpin girl lookin good tryin hold little clothe greezy belt pant fallin trackboyz trackboyz step step short step step like,obscene
j-kwon,they ask me,2004,hip hop,know right smoke right know mean see dysfuctional teen mama care papa wasn older brother sell dope murph blurr time hard harder smarter daughter hold jkwon let shit order baby mama thats nother story young horney cell phone ring anwser check voice mail grandma cancer layin folks home seam like yesterday home month later stroke pop brain cells go thing say steer wrong grow believe defeat odds shit fuck turn away sell dope self esteem tougher box mama lock time live hanley think know family immediate ones thats streets hand gun talk everybody wanna fight school go like right chill gods bring lyin look fuck jones bless grow know mean see dysfuctional teen woah time harder smarter,obscene
umut ertek,b boys,2004,hip hop,girl leave filthy little hand dirty rip jeans tell hat shirt shoulda know gonna work like like matter leave hennessy kanye player zeppelin stayin nothin little bout roll road hell turn radio dirty little rocker baby come scream like damn song write spend money smoke smoke pumpin lameass beat foreign real music guitar like jimi hendrix baby know like gettin high ridin nothin little bout roll road hell turn radio dirty little rocker baby come scream line club wanna shake night gonna rocker chick bang nirvana gotta nothin nothin little bout roll road hell turn radio dirty little rocker baby come scream girl leave player shoulda smoke smoke like gettin high ridin dirty little rocker baby come scream,obscene
dany dan,capital d,2004,hip hop,fuck hear like know ninth time serve funky flow know lifestyles battlecat flip make track wild people wonder go north south create sound think couldn single fame think good diggy come funky yeah miss action go forget diggy rockin know stop fellas hype honies panties drop drop drawers funky hit bring know go cause sing sleep nightmares mess head couldn smash critics say capital capital worry cause know hit real sell thousand copy store shelf gold whack contract try hold bring know happen aim platinum sit roll everybody spread rumor laugh sign autograph suckers mouth think come brooklyn cook flavor lifestyles jam linger persist hang yeah sing remember kick rip gift lyric flow like liquid time flip shift level game fame fuck fort greene project brooklyn like shout bust power tap plane little hook clique nonbelievers sick honies rid disnick scrath entertainer gucci tamer express plainer long wait fiending hard scream,obscene
j-kwon,you & me,2004,hip hop,mean need talk right yeah yeah begin right yeah yeah lickin cream know freak blood show nigga cute catch image friends shouldn toss business religious yeah word sorry couldn explain feelin story member concert mainly legit nore tryin excite excite plus love boyfriend rub tryin girl accheived everybody hand recieved need wanna true promise doubble platinum goin true promise know say word basically world give fuck know soon shit pick start actin different switch blame blame keep shit smooth rough half sore fuck hopin time barely home sleep know playin week go callin sayin business good money midst daughter evern floatin clear like ocean water come home bag fendi go start offend child support offend puffy right bitter love boxers couch sippin thinkin need kill like listen remedy need daughter fee suppose sell fuck listen tell stupid know feal story write know sayin near know come come tell know long time travel suppose family wrong,obscene
j-kwon,show your ass,2004,hip hop,whisper trackboyz come onyeah come onyeah come onyeah come onay need hand couple grand dayton feet diamonds piece like beat freak summin playin gotta peep girls cause streets goin thirty showoffs plus knowin suckin gotta nuthin wrong weed hold blunt roll head hold eye lickin kodak finish comin pack hop pocket cash wish jump like jeans fittin tight weave fittin right feel ballers blow cash step party sippin bacardi watch cause feelin kinda naughty lookin leave right head time bitch hype niggas place face somebody touch catch face fool peel right hand like jooda mean mean wanna fuck gotta like weigh shame game hang fuck face thang hop tell tipsy showoff showoff fact coupe hoe brag yeah grammar country truth gettin money try stay humble rumble ball guarantee fumble skin tight denim tell lookin pimp nigga herre lame game shoe fake chain spenders agenda surrender colder december rockin stilettos ameretto night probably check hoe repeat fade,obscene
erick sermon,street hop,2004,hip hop,rap street like seat yeah redman sermon yeah brick city know hiphop live shop blow tire ying yang little little vandross gun secondhand smoke joke barbera bricks mandela anteras rear mirror freak approach know wasn class cause coach like redman boot buy timbs army suit want smell smoke daily news cat time top turn realm serm yeah rap street like seat record yeah yeah edub flesh replacement bring trunk funk basement peeeimp style mackadocious heron dopest steppin bettera think twice nice outcome passion rip equip vandal yeah change timberlands sandals thug thinkin hard walk block bodyguards dawg grrr like compare truck spend dough airplay network fair street work street pride ambulances outside rappers rhyme rhyme crime say garbage time chkchkboom word yeah livin gangsta pimpin hustler flippin crack tryin stay prison steady spittin rap mention spittin scrap puddytat meow dhark citi ride pistol look beef think attack coffin momma like belong shoulda think fact nigga roll dice lose money want bunch crap real gamble life cause come repeat fade,obscene
spoonie gee,the godfather,2004,hip hop,godfather godfather godfather straight contest people know guess lord young rappin rockin young care utter cause godfather godfather catch silly young ladies chill say want confront watch walkin bump rule school fool fool godfather godfather time jealous money stage shake butt cause rockin nonstoppin baby love fingerpoppin diss kiss leave gonna miss brother cause pretty young ladies talk like godfather godfather poet change style people know tell mess eye swell like capone bout charge garage ladies want cruise bankroll want fool losin cool undress young ladies drool braggin tellin young ladies baby marriage insist come house night fine hour quit godfather godfather beat smokin hand hips baby work leanin wall standin ready beat people come people want pretty young ladies wanna beat clock morning play cop godfather godfather rockin beat nonstoppin beat record fingerpoppin beat rappin time gemini sign deep girlies fanatic list stay cool break rule wanna diss respect rappin record stare cause care long know godfather godfather jumpin heart thumpin place rockin sweat poppin face place easy spin record steady stand face holdin frown season reason wall ball boogie beat need high money spend good time cause godfather godfather,obscene
neanderthal youth,thrift shop hip hop,2004,hip hop,nuff things dream bout nuff things come tell piece paper life like sober greed mourn cause city cryin large large want live large tell bout large large large large want live large live large large miss little thing fee soul deck brand dictate want easy fall spell consume consume purpose life crave material joy believe nuff things dream bout stuff need come tell piece paper life like sober greed mourn cause city cryin large large want live large tell bout large large large large want live large live large large miss little thing,world/life
spoonie gee,did you come to party,2004,hip hop,party come party come partyparty come party time place ready till sweaty underwear sayin joke advice cause bout nice rappin people start clappin dancefloor things start happen know tryin guess come party start mess dancin hell task question mind come party make difference people start jumpin solid grind cause music pumpin dare ready music like popcorn hold party pack beat dope quit hear rhyme forget tryina spoonie forget cause party yeah spoonie girls hardly baby come party come party come partyparty come break dance gonna sweat prepare finish rockin hand controllin better quit little cause makin record breakin come party come partyparty beat swingin rappin singin people outside hangin hear spoonie sound cause time playin listen music sayin music word come wanna fingerpop head stop music cause come door come party come partyparty beat dope best believe,obscene
miri ben-ari,star spangled banner,2005,hip hop,death come alive yeah death stare forever vivid black lay crimson field start satisfaction shout glamorous tongue life trust deafen eye vile breathless cold death come alive death come alive yeah death come alive death come alive struggle imaginary evidence need history unpredictable future absolute start quiet weapon peaceful kill quiet weapon peaceful kill quiet weapon peaceful kill alive thousand years couldn yeah death come alive death come alive yeah death death come alive,violence
miri ben-ari,miss melody,2005,hip hop,ridin speed leavin ghetto doin hour barely movin gotta waitin pursuin chick somethin tryna ruin steady callin know ready tryna catch time go walk upstairs hear sound pretty gritty funny lock inside close door funny feel inside couldn sing miss describin ears press wall miss describin ears press wall standin window pane sound starin rain play feel pain gain like tryna soul away startin feel control today hear shade like know fiddle make wanna away gotta away talkin dark nights cage starin miss describin ears press wall miss describin ears press wall,obscene
sindicato argentino del hip hop,el dinero,2005,hip hop,disease spread death entire population die dead bear massive suicide vicious game fear extermination poison vein global genocide slaughter govern apocalypse begin pain seek homicide beware comming start illuminate fire laugh hard go insane world paint blood sanctuary human scale follow revelations plan come pass secret lie blueprint haunt dream manipulation win speak hide fear religion neutralize emerge dark sadist mercenary ride realm world godless messengers sickless mindless hate evolutions cure planets usher alignment die send death watch bleed justify manufacture live bear hell angels fall wing crucify terrorize burn world reflect eye sickle swing wave blood suicidal mind start endless pain open wound slit throat radiation child seel throne strafe demigods certain death come star lord dark rift rise flourish life perish destroy cease live children blood fee dead flesh catastrophic fall rest hell flame corpse scream eye watch walk dead pick grave like disease spread death erase existence satan hand begin free world forever gomorrah dream live reach critical mass laugh destruction trust secret government total collapse sign disease rivers blood plague welcome death,violence
krs-one,"tell the devil ""ha!""",2005,hip hop,strong strong tell devil tell devil tell devil word tell devil tell devil word tell devil strong word stand stand devil soul control know bear feel like mind mind everlasting life listen think christians church harvest hiphop win evangelist bring takin higher tell devil liar know thinkin bout fear make lose somethin bigger benz stand break millineiums think millineiums open door word tell devil tell devil tell devil ahhhhhhhhhh tell devil tell devil word word ahhhhhhhhhh word ahhhhhhhhhh strong strong stronnnnnnnng strong word strong strong stronnnnnnnng endure endure money little things wear worry bout note worry bout hair live fear listen people listen clear like sayin think time prayin trust satan minimize hatin stop hesitatin keep movin mistake tell devil tell devil tell devil word ahhhhhhhhhh word tell devil tell devil tell devil word ahhhhhhhhhh word tell devil tell devil word tell devil word ahhhhhhhhhh woword tell devil uhhuh ahhhhhhhhhh listen lyric speak spirit shiver hear near need fear know hiphop spirit tell devil tell devil tell devil tell devil tell devil tell devil life change life word strong stronnnnnnnng strong stronnnnnnnng stand,violence
hell razah,one harmony,2005,hip hop,bout blow yeah rebel music raise hand disciple disciple razah razah disciple scar shine mind ahead time future terrorist niggas sign contract bind gun outta palestine silence devil better balance mind black libra raise crack leaders hebrews jews black tear satan kingdom like ceaser dedicate great achivers late comers early leavers early wordly archangel armageddon calm weapon deadly bomb threaten palm sweat walkin wed give brotherly wire bug like supply drug trust days hold breath spray project crack maze build black slave head fast braid shit different name gettin catch game game reality poverty poetry prophecy honesty pain pardon steppin toe come hoe come bring soul yeah jewel killah priest prodigal sunn shabazz roll carpet insert cartridge hunger like hostage kosovo tell head promo go water gun fourfours breakin government barcodes thousand brain fell claim maintain watch blood suckers campaign prayers pain months turn tear drop rain stay ghetto like train survive crack cocaine alive complain drop cream school teachers turn fiends strip dancers comin gstrings nice thighs iceberg jeans project nation kings clip wing work sling teens smoke weed dark cloudy fuckin crowd deep count bush flippin gettin rowdy leave country leave country,violence
heather b,do you,2005,hip hop,bitch backstab remorse fuck bitch blast lickin hard hitter gettin bitch father figure trickin feel beez heez knees nap blow doors jinx like sophomores cause bitch gall holla hardcore crackin jaw southpaw look fuck bitch hook know split book trust simply hook countin people pull gots niggas game weak right gots everybody time know gots gettin gots get gots grand like cherokee loredo need hand streets condonin block jonesin prada publish own feel point drop oowops joint rate mistake bring noize funk like savion glover wicked like sisters stepmother clock strikin bringin hell fuck sell cause read album cover couldn write smucker motherfuckers yellin jersey limit like master like listen livin sort dangerously plus bulletproof aimin spit pure burn finest design run crew sons talk gun ones gats figure plaques track watch livin rapper lose lookin stink source shit momma raise fight rhyme veteran nighttime sniffly sneezin rest head medicine live letterman blow spot like nitroglycerin hold like know like years ahead plus shed light right edison career stroke need friends poppin champagne drinkin brew gots know break hell rent gots know true gots frontin niggas weak crew gots,obscene
craig mack,get down (remix) [feat. q-tip],2005,hip hop,ahhhhh flav come dime dozen keep buzzin think phat wasn welcome world mackman like biggie smalls shit like pacman incredible better vegetables cause fake roof soft suckers super slackin macking effect check reign rain forever rain like weather reign like bite style cause style style style wild figure funk flow flava know second hook strap book style shake like superintendent burn leave foul scent like style wreck shit mean real shit shit come ammo real whammo stammo stuff droppin great let warm plate change fate neck castrate love alienate shake stake stink dominate scar muthafuckas suckers cause ruckus roll roof bitin like sabertooth pound grind leap tall build crush earth sayin fair lemme tell manpower gun stand rawest queen sudden niggas bustin frontin talk bust title idols look mind corridor think transpire tribe attire boys heart post tribe call quest follow like coat position like beamer need stop froggin catch beat organ goin know shit tough come bug track pound grind parise project doin thing,obscene
black noise,my hip hop,2005,hip hop,friends selective family goal collect grammys plenty stress mess bless stand accept plan leave breath wasn respect damn dream lot shit stop gospel music defense couldn vent midst play shit trade organ days days pain ways patient save instrumental tape break pencil shit offend hate shit shit woman gotta tire understand mind hiphop save life maybe alive till pray safe night real heart inside look eye hiphop save life black eye break nose jump go home wish hold chrome close overdose poke hole flesh close home know city streets close gold roam perfect joke flow care rappers tell help mathers little course shit damn best mess present play stress diminish die time understand afterlife rhyme sane believe thank young stack scene excite finally spit shit spit feel spit shit approval like like wasalu salute gotta watch gotta reckless reckless shit get respect kid cry wish die gotta like look smile best thing come htown awhile die chase dream angry grave miss swear make history,obscene
chico science,maracatu atômico (trip hop),2005,hip hop,busy sleep noise die away walk streets stop weep cause change ways fool heartache moment heart feel forget think forget pale die drop petals land unknown wine world sober place fool heartache moment heart freeze forget tear fall forget joke word pain think remember hair shine smell know tell need fool heartache moment heart freeze forget heartache heart freeze forget cause know right,sadness
canibus,it's no other than..,2005,hip hop,canibus canibus gotta biggest track touch life like club breathe cause clutchin tight bout live canibus eruption tonight thugs black bitch white green marine fatigue sensitive light take time rhyme build alive seven figure dollar smell baby chanel come check telly minute longest soon plot clear bitch volunteer brain stop fierce prepare pound upside stairs breast start poppin air think forever tell droppin year canibus itit stay long bank like thank canibus supporters know time nigga dopest rhyme bring time nigga dopest rhyme bustbus line like public transportation rhyme time shit murder flow voice travel like smell burnin tour searchin coach airport searchin coat searchin dope legal drug money stickers artifact past brand brand plan talkin bitch tannin cancun sand play play target know guess start swift natural fact like follow solo flow picture like photo shallow learn swim mention cause urge tell weed smoke good superstar baby hood damn hate brag know good eastwood bandagin oxygen breathe trick sleeve wear boxers breathe hiphop drug mask glove bust slug,obscene
mic geronimo,hemmin' heads,2005,hip hop,young lovers picture frame notice rain hang hard time wall slam door white flag stand tall feather cannon ball fight fight baby couple porch swing walk memory clear cloudy sky eye white flag stand tall feather cannon ball fight yeah fight baby save kill yeah soft touch pistol hand white flag stand tall feather cannon ball fight fight baby baby,violence
skool 77,empieza la revolucion,2006,hip hop,hello mother long fight proud friends die wanna come home star different prayers work cause alive place cold wanna come home fight bleed know come breathe give lose run away afraid miss america miss america fight freedom begin kid wish freedom call tear fall see line break eye white blue know wanna home fight bleed know come breathe give lose run away afraid miss america miss america fight freedom begin hair stand chill thoughts defend run cover cover brother waste time proud know freedom free like yeah fight bleed know come breathe give lose run away afraid miss america miss america fight freedom begin whoa freedom begin whoa miss america miss america fight freedom begin,violence
pastor troy,f**k y'all,2006,hip hop,xmic check nigga blaze check nigga hard nigga equip gamecome muthafkas playin like lamecome shit representin clickcome dsgb neva fked wityeah niggas club yeah niggawhats upfk cause bring hard like muthafka frisk muthafka playin nigga gotti nickel plat waitin muthafkas shit neva give quaqua represent fken nightnight fken dayday spray fken club shoot nigga dub loss niggas damn weight cause niggas fake cause niggas cause niggas leave niggas niggas say sittin outside club gats tellin pussy niggas parkin back bang bang bang feet away point blank range thank game hell deal bury punk bitch pastor talkin sayin punk bitch grind till nigga maiden cocaine bring thang blow brain pushin bout high nigga bout head greenbriar mall black sittin tall fken askin blow everytime walk smell homegirls wanna tell bitch look like stoe excuse shut stand hoe half hoe blunt hoe be night gotta roll weed damn right baby seed dats yeah baby girl know smokin stayin shit cost pound tell somethin muthafken muthafken thing ping ping ping ring clean scene nigga,obscene
slim thug,ballers,2006,hip hop,finally get grind thug time shine nineteen ninety ballar best drink smoke wanna float seas coat boat remote nephews act fool look cool watch blue clue bezel see cross boss floss open mouth north south head kappa swangas dappas hat slappa flow rapper mister thug straight stead watch trunk drop turn head weigh flat trophy vouges smokey approach trunk dance fifth deep wheel sleep slabs deep blow swish beat creep crawl watch ball wall stand tall couldn miss talk single shin gold grin friends fell victorian freshly press guess chest drink smoke cess release stress gucci shade braid gotta stay playa get pay get lay park drop shade polo head open smell like fresh optimo straight stop flow bitch head wreck hype dead go mister thug quit break baby lock forget rock drop swishahouse wreck shop chop watts squash chatter cause matter hatter kappa damn mission flip linc expedition diamonds glisten beam want baller turn fresh rest till best clown surround chocolate watch claim ride swanging paint squeeze chain pinky ring like brake boys remain gain fame dawgs north,obscene
lil' flip,let's ride,2006,hip hop,converse check pistol check vest plus neck respect come money power cake ride converse check pistol check vest plus neck respect come money power cake ride think wonder pull hummer know stunna like baby fool brand fanna baby blue deano cheddar think condo think state crib crib lake like music screw blades chop jewelry stage prop hate cop cause everyday stop ridin spinners plus know pistol miss homey converse check pistol check vest plus neck respect come money power cake ride converse check pistol check lyric commercial,obscene
nas,where are they now,2006,hip hop,redhead kingpin see kwame super lover casanova base showin black sheep group home busy skratch homiez leave niggas leave dead week swear special like ghost real mystic like folks exist reason addictive play lift recommend turn hear spice plenty noise positive father skinny boys remember forever original spinderella lakim shabazz fuschnickens buckshot finesse synquis rappin daha silk tymes leather cute body soul pump group oaktown hit gold rope young tone kross divine styler course break geronimo pharcyde coolio hear studio see lose funky plus force miss packin bankroll educate rapper kangol shanté epmd ksolo diss record homies misrepresent legends game know legend rest peace cowboy yeah rappersmale female rybody rest peace jammaster crew word juice crew allstars shan tragedy yeah nigga yeah nigga shan whaddup baby,obscene
gene ammons,it's the talk of the town,1950,jazz,lovers sweethearts hard understand know happen know start strangers plan face anyplace people stop stare hard everybody know leave talk time meet heart skip beat stop speak week everybody know leave talk send invitations friends relations announce weddin friends relations give congratulations face sweetheart stay apart foolish pride like end talk face sweetheart stay apart foolish pride like end talk talk,sadness
gene ammons,you go to my head,1950,jazz,head linger like haunt refrain spin round brain like bubble glass champagne head like sparkle burgundy brew mention like kicker julep thrill think think plea cast spell hold head smile make temperature rise like summer thousand july intoxicate soul eye certain heart hasn ghost crazy romance head head,violence
bud powell,yesterdays,1950,jazz,music speak start hear musicians like dizzy gillespie recommend somebody music study hungrier hungrier sound electronic instrument keyboard instrument electronic pianos particularly like fender roads electric piano electric clavinet like electric clavicord string little rubber hammer string press like think sort guitar like clavinet sound wahwah thing go kinds things signal source alter sound wahwah peddle wahwah sound clavinet keyboard instrument truly keyboard instrument small synthesizer universe sound representative trillion sound grind zero preconceive ideas go play rhythmically melodically harmonically know go emerge moment moment real leader kind music focus shift music come right center room vehicles direction begin somepoint emerge explosion kind walk jazz time like,music
tony bennett,stranger in paradise,1950,jazz,hand stranger paradise lose wonderland stranger paradise stand starry eye danger paradise mortals stand like face ascend common place rarest space hang suspend know care answer fervent prayer stranger paradise send dark despair hunger open arm stranger paradise tell need stranger,sadness
dean martin,zing-a zing-a zing boom,1950,jazz,zinga zinga zinga zinga zinga zinga zinga zingboom zinga zinga zinga zinga zing boom funny keep sing zinga zinga zinga zinga zing boom memory keep ring zinga zinga zinga zinga zing boom work charm hearts cling start dance ticket romance music play dancers sway cabellero feel cupid arrow dance true heart zinga zinga boom zinga zinga zinga zinga zing boom escape music get zinga zinga zinga zinga zing boom forget let zinga zinga zinga zinga zing boom worry upset thing away blue zinga zinga zinga zinga zing boom music play dancers sway zinga zinga boom cabellero feel cupid arrow zinga zinga boom dance true zinga zinga boom heart zinga zinga boom zinga zinga boom zinga zinga zinga zinga zing boom zinga zinga zinga zinga zing boom escape music get zinga zinga zinga zinga zing boom forget let zinga zinga zinga zinga zing boom worry upset thing away blue zinga zinga boom zinga zinga boom zinga zingaboom zinga zinga boom boom,sadness
dean martin,be honest with me,1950,jazz,honest dear remember dear true wander land honest poor heart break dear untrue asleep awake dear dream darling honest return dear kinda yearn dear forget dear sweet memory honest,romantic
dean martin,three wishes,1950,jazz,wish simple wish wish wish days gladness sweet true second wish dream house cozy fireside wish wish wish days gladness sweet true second wish dream house cozy fireside wish,sadness
dean martin,just for fun,1950,jazz,softly sigh close maybe agree hand magic land seek constantly tingle tingle mingle pretend begin play stay try tingle tingle mingle pretend begin play stay try,sadness
dean martin,absence makes the heart grow fonder (for somebody else),1950,jazz,leave know grieve remember absence make heart grow fonder somebody dearly sincerely remember absence make heart grow fonder somebody away mice play blue away fretful forgetful remember absence make heart grow fonder somebody away mice play blue away fretful forgetful remember absence make heart grow fonder somebody somebody,sadness
dean martin,"vieni su (say you love me, too)",1950,jazz,vieni vieni vieni come years long wait vieni vieni long wait vieni vieni,night/time
dean martin,the money song,1950,jazz,need need shame funny funny funny money need stick like glue funny funny funny money confess money happiness poor doubt miserable spend wiser save miser want cuckoo funny funny funny money money shut sing sing like like want sing sing sure right need badly folks gladly need nut funny funny funny money frighten internal revenoooooooo funny funny funny money bird sing eat wind wing ideal live folks affirm suppose woman thing germs sanitary thank funny funny funny money mumble jumble need need need need want shame funny funny funny money need need stick like glue funny funny funny money money money funny funny funny,obscene
dean martin,i don't care if the sun don't shine,1950,jazz,label vitamin like vitamin alright like vitamin vitamin doggone care shine lovin even time baby go go meet baby kiss kiss kiss kiss time kiss time like keep score care shine lovin even time baby kiss kiss kiss kiss time kiss time like keep score care shine lovin even time baby,romantic
erroll garner,i don't know why (i just do),1950,jazz,weep maverick nigga inadequate girl spend money teach better bitch woman excuse mouth foul lately champion live life toast good fuck negative guess competitive life true lesson damn bunch fake solitary spend time perish expect leverage believe evolution heaven fall catch lord open grate right sale soul bruh quickest situation change wrong route children today guidance leave supper fee knowledge ways want see niggas gossip body success appreciate iching real shit real discussion want resurrection judgment funny niggas change little money work know bless lord guide devil yeah scream need help flesh paris mind right fuck money soul hoe good swear haters want plot dare early worm catch grow shit nigga adolescence stand tall game jermone bettis basic kill shit need medic niggas want high jumpers knee feel like hundreds count grow pedestal capture moment go yeah typical fuck niggas cause mission bigger hurt know ones dirt ball shuttleworth take nigga drop come bench starter hood niggas play key erroll garner,obscene
george shearing,i'll remember april,1950,jazz,shear quintet lovely lengthen even sigh goodbye walk remember content love lips warm spring afraid autumn sorrow remember dwindle glow ash flame live little forget lonely remember smile,romantic
doris day,here in my arms,1950,jazz,arm adorable deplorable lips kissable permissible share heart lonely hold arm adorable deplorable arm adorable kissable permissible share heart lonely hold arm adorable adorable deplorable,romantic
vic damone,an affair to remember,1950,jazz,affair wondrous thing rejoice remember bear embrace tear time space affair flame burn eternity hand fervent prayer live share affair remember hand fervent prayer live share affair remember,world/life
george shearing,conception,1950,jazz,drink miserable miracle sink belly cherryfalls bouncin wall live dead night constant fight socialite tide darken room look gloom leave soon scar find scar grow know mean burst seam souled fuel ears leave fear know live fast smoke joke unrestrained come gonna feel pain piss drain week tire campaign interchangeable see see like trouble trouble free scar find scar grow know mean burst seam souled fuel ears leave fear know live fast scar find scar grow know mean burst seam souled fuel ears leave fear know live fast,violence
george shearing,september in the rain,1950,jazz,leave come tumble remember september rain go like die september rain word hear whisper raindrops play sweet refrain spring september september rain word hear whisper raindrops play sweet refrain spring september september rain september bring pain september rain,music
george shearing,pick yourself up,1950,jazz,pick deep breath dust start impossible chin grind pick dust start lose confidence slip grateful pleasant pick dust start work like soul inspire battle sick tire remember famous fall rise pick dust start work like soul inspire till battle sick tire remember famous fall rise deep breath pick dust start,violence
doris day,oh me! oh my! oh you!,1950,jazz,care forever end world splendid care dear true lips eye blue handsome sweet simply lift feet,romantic
doris day,i know that you know,1950,jazz,know know choose lose wish know long hold arm time time twill soon goodbye time starlight hold tight little kiss nightynight know know choose lose wish know long hold arm time time twill soon goodbye time starlight hold tight little kiss nightynight,romantic
dean martin,muskrat ramble,1950,jazz,look shuffle shuffle ramble scramble head hustle bustle buzz happily wait station look train number sevenonine huff puff arrive time think arrive band dixieland gonna play muskrat ramble tune hear play ready parade come join throng feel beat ramble scramble muskrat song come ramble look shuffle shuffle look band parade look happiness go everybody celebrate look drummer entertain gang cling clang bang change dead alive band dixieland gonna hear play dixieland better reservation plan person night stand come folks come join throng feel beat shuffle scuffle muskrat song come ramble,music
dean martin,that certain party,1950,jazz,naughty eye naughty eye certain certain party know mean certain party naughty eye turn nose cheek pretty clothe smarty love ways sure love ways certain party remember time vaudeville sure joke like stand head high better sing know know certain certain party forget forget certain party know forget smarty certain party babble hold hold sing shorthand speed better babble wiener schnitzel certain certain party babble hasenpfeffer certain party know forget smarty certain party certain party certain party,obscene
dizzy gillespie,"love me, pretty baby",1951,jazz,bring pretty roses bottle wine table ready baby dine buy candle stick candlelight glow write little note tell wish know baby hasn come quarter blue bluest blue bluest bluest blue blue blue bluest blue blue have date come minutes late greet kiss sigh sweet kiss goodbye wonder tire imagination have spree blue bluest blue bluest bluest blue blue blue bluest blue blue leak drip sink suddenly radio go blink fall apart rain rain heart like loon watch moon sit hop wait baby come soon,music
gerry mulligan,mulligan's too,1951,jazz,come bout quarter bring bring bring brothers bring sing song like jeru lovely people road sing song jeruvian mode pref rence rence write song like jeru kind tell write extend bridge romance haunt reverie come bout quarter come early late invite delight sing little song like jeru gather tale tell maybe maybe listen friend blowin away doin alright plain workin night listen movin coverin grind singin song lovin sound listen blow bird feather playin blue rhythm moment come warn cool tell story payin dues assist unexpected borning twas birth cool tell try tell listen come york reverie come bout quarter forget versify better start try write song jeru,music
dean martin,i ran all the way home,1951,jazz,home tell sorry mean mean home hold arm dear want near cause moment close door hear know act blindly couldn good home hold arm dear want near cause moment close door hear know act blindly couldn good home forgive want,romantic
doris day,christmas story,1951,jazz,come little children come christmas tree windows christmas snow mistletoe christmas hear church bell ring hear choir sing silent night float holy night bring peace heart message come peace earth christmas christmas tree windows christmas snow mistletoe heart message come peace earth christmas christmas,music
doris day,you're getting to be a habit with me,1951,jazz,kiss like drug get habit stay arm addict charm get habit think leave couldn supply need break away everyday regularly coffee clutch break free get habit,sadness
bing crosby,santa claus is comin' to town,1951,jazz,better watch better better pout tell santa comin make list check twice gonna naughty nice santa comin see sleep know awake know good good goodness sake better watch better better pout tell santa comin santa comin santa comin santa comin santa comin better watch better better pout tell santa comin make list check twice gonna naughty nice santa comin see sleep know awake know good good goodness sake better watch better better pout tell santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin,obscene
dean martin,sailors' polka,1951,jazz,come play sailors polka navy blue girls polka sailor try true music moonlight navy know come play sailors polka navy blue band start aplaying fleet come sail hooraying good time begin gobs gobs miss wait shore gobs gobs kiss gobs long drop anchor hear music start pretty girl hanker sailor heart yeah band start aplaying dance begin fleet come sail come play sailors polka navy blue girls polka sailor try true music moonlight navy know come play sailors polka navy blue,music
ray noble,love is the sweetest thing,1951,jazz,sweetest thing music sweetest thing earth bring happiness rything story strangest thing song bird wing shall hearts sweetly sing story heart desire fate send tale tire song greatest thing oldest latest thing fate bring story,music
stan kenton,yesterdays,1951,jazz,arm away arm thrill carres yesterday hungry heart hour gladness know past moment madness hold fast blind charm stardust arm goodbye,romantic
dean martin,solitaire,1951,jazz,go spend lonely night deal card leave right queen hearts remind play solitaire game mean heart lose shuffle play solitaire romance element gamble lose play play game rule fool joker laugh play hand carelessly want share feel deal time away solitaire want share feel deal time away solitaire,sadness
doris day,moonlight bay,1951,jazz,sail moonlight hear voice ring steal heart sing sweet song moonlight sail moonlight hear voice ring steal heart sing sweet song moonlight sail moonlight hear voice ring steal heart steal heart sing sweet song moonlight sail moonlight moonlight,music
dean martin,if,1951,jazz,slave slave rule night star moon bright turn life world bow humbly plead friends crowd turn need rule earth life hadn right world bow humbly plead friends crowd turn need rule earth life hadn right,world/life
thelonious monk,monk's mood,1951,jazz,blue blue till mood indigo feelin go stealin shoe sigh long blue mood indigo baby say goodbye evenin light lonely cause care poor fool bluer blue mood indigo blue blue till mood indigo feelin go stealin shoe sigh long blue,music
